Part,Manufacturer,Package,Vrwm,Vclamp,Capacitance,Channels,Direction,Grade,Type,Ipp,IEC42_kV,IEC45_A
SMF05C,Semtech,SC-70 5L,5.00,12.50,130.00,5,Unidirectional,Commercial,TVS/ESD,8.00,15,
SMF12,Semtech,SC-70 5L,12.00,25.00,60.00,4,Unidirectional,Commercial,TVS/ESD,8.00,15,
SMF3.3,Semtech,SC-70 5L,3.30,8.00,12.00,4,Unidirectional,Commercial,TVS/ESD,5.00,8,
SMS05,Semtech,SOT23-6,5.00,14.50,325.00,4,Unidirectional,Commercial,TVS/ESD,24.00,8,
SMS12,Semtech,SOT23-6,12.00,23.00,135.00,4,Unidirectional,Commercial,TVS/ESD,15.00,8,
SMS15,Semtech,SOT23-6,15.00,29.00,100.00,4,Unidirectional,Commercial,TVS/ESD,12.00,8,
SMS24,Semtech,SOT23-6,24.00,44.00,60.00,4,Unidirectional,Commercial,TVS/ESD,8.00,8,
SMS3.3,Semtech,SOT23-6,3.30,8.70,35.00,4,Unidirectional,Commercial,TVS/ESD,12.00,8,
SR05,Semtech,SOT143,5.00,20.00,3.00,2,,Commercial,TVS/ESD,25.00,8,
SR12,Semtech,SOT143,12.00,31.00,3.00,2,,Commercial,TVS/ESD,16.00,8,
SR2.8,Semtech,SOT143,2.80,16.50,6.00,2,,Commercial,TVS/ESD,14.00,8,
SR3.3,Semtech,SOT143,3.30,15.00,6.00,2,,Commercial,TVS/ESD,10.00,8,
SR70,Semtech,SOT143,70.00,7.00,3.00,2,,Commercial,TVS/ESD,24.00,8,
SRDA05-4,Semtech,SO-8 (SOIC-8),5.00,20.00,4.00,4,,Commercial,TVS/ESD,25.00,8,
SRDA05-6,Semtech,SO-8 (SOIC-8),5.00,20.00,4.00,6,,Commercial,TVS/ESD,25.00,8,
SRDA12-4,Semtech,SO-8 (SOIC-8),12.00,25.00,4.00,4,,Commercial,TVS/ESD,20.00,8,
SRDA3.3-4,Semtech,SO-8 (SOIC-8),3.30,15.00,4.00,4,,Commercial,TVS/ESD,25.00,8,
SRDA3.3-6,Semtech,SO-8 (SOIC-8),3.30,15.00,4.00,6,,Commercial,TVS/ESD,25.00,8,
SRV05-4,Semtech,SOT23-6,5.00,21.00,1.50,4,,Commercial,TVS/ESD,12.00,8,
STF203,Semtech,SC-70 6L,5.25,0.00,60.00,3,,Commercial,TVS/ESD,0.00,10,
SVS03331P1RBQ,Semtech,DFN1006-2,3.30,5.30,0.37,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
SVS0521P1RBQ,Semtech,DFN1006-2,5.00,14.50,0.25,1,Bidirectional,Commercial,TVS/ESD,3.00,25,
SVS0524PARU,Semtech,DFN2510-10,5.00,15.00,0.43,4,Bidirectional,Commercial,TVS/ESD,6.00,15,
SVS0541P1UU,Semtech,DFN1006-2,5.00,13.00,140.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
SVS0571P3UU,Semtech,DFN1610-2,5.00,14.50,800.00,1,Unidirectional,Commercial,TVS/ESD,80.00,30,
SVS1071P3UU,Semtech,DFN1610-2,10.00,25.00,350.00,1,Unidirectional,Commercial,TVS/ESD,60.00,30,
SVS1271P3UU,Semtech,DFN1610-2,12.00,30.00,300.00,1,Unidirectional,Commercial,TVS/ESD,45.00,30,
SVS1571P3UU,Semtech,DFN1610-2,15.00,40.00,250.00,1,Unidirectional,Commercial,TVS/ESD,40.00,30,
SVS1871P3UU,Semtech,DFN1610-2,18.00,40.00,250.00,1,Unidirectional,Commercial,TVS/ESD,35.00,30,
SVS3671P3UU,Semtech,DFN1610-2,36.00,80.00,150.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
SVS6514PAUB,Semtech,DFN2510-10,60.00,100.00,8.50,4,,Commercial,TVS/ESD,2.00,8,
SVSM712S,Semtech,SOT-23-3,12.00,14.30,79.00,2,Bidirectional,Commercial,TVS/ESD,40.00,30,
TClamp0882S,Semtech,SOT23-6,8.00,9.50,0.15,2,,Commercial,TVS/ESD,30.00,30,
TClamp1202P,Semtech,DFN2020-5,12.00,40.00,12.00,2,,Commercial,TVS/ESD,100.00,15,
TClamp1282S,Semtech,SOT23-6,12.00,9.50,1.20,2,,Commercial,TVS/ESD,30.00,30,
TClamp2082S,Semtech,SOT23-6,20.00,9.50,1.20,2,,Commercial,TVS/ESD,30.00,30,
TClamp2472S,Semtech,SOT23-6,24.00,7.50,1.20,2,,Commercial,TVS/ESD,20.00,8,
TClamp2482S,Semtech,SOT23-6,24.00,9.50,1.20,2,,Commercial,TVS/ESD,30.00,30,
TClamp2492S,Semtech,SOT23-6,24.00,9.00,3.00,2,,Commercial,TVS/ESD,35.00,30,
TClamp2502N,Semtech,DFN2626-10,2.50,25.00,12.00,2,,Commercial,TVS/ESD,95.00,30,
TClamp2512N,Semtech,DFN2626-10,2.50,18.00,5.00,2,,Commercial,TVS/ESD,120.00,30,
TClamp3302N,Semtech,DFN2626-10,3.30,22.00,12.00,2,,Commercial,TVS/ESD,95.00,30,
TClamp3312N,Semtech,DFN2626-10,3.30,20.00,5.00,2,,Commercial,TVS/ESD,120.00,30,
TClamp3602P,Semtech,DFN2010-5,36.00,11.50,2.60,2,,Commercial,TVS/ESD,30.00,30,
uClamp02101ZA,Semtech,DFN0603-2,2.10,4.00,38.00,1,Unidirectional,Commercial,TVS/ESD,16.00,20,
uClamp02131ZF,Semtech,DFN0806-2,2.10,4.50,40.00,1,Unidirectional,Commercial,TVS/ESD,15.00,20,
uClamp0301PQ,Semtech,DFN1006-2,3.00,8.00,18.00,1,Unidirectional,Commercial,TVS/ESD,5.00,25,
uClamp03321PQ,Semtech,DFN1006-2,3.30,9.20,83.00,1,Bidirectional,Commercial,TVS/ESD,50.00,30,
uClamp03361ZA,Semtech,DFN0603-2,3.30,4.60,40.00,1,Unidirectional,Commercial,TVS/ESD,16.00,20,
uClamp04091P,Semtech,DFN1006-2,4.00,11.50,40.00,1,Bidirectional,Commercial,TVS/ESD,20.00,20,
uClamp04701ZV,Semtech,DFN1006-2,4.70,10.00,400.00,1,Unidirectional,Commercial,TVS/ESD,100.00,30,
uClamp0501H,Semtech,SOD523,5.00,12.50,160.00,1,Unidirectional,Commercial,TVS/ESD,16.00,15,
uClamp0501P,Semtech,DFN1006-2,5.00,12.50,160.00,1,Unidirectional,Commercial,TVS/ESD,16.00,15,
uClamp0501T,Semtech,DFN1006-2,5.00,12.50,4.50,1,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0502P,Semtech,DFN1006-3,5.00,12.50,4.50,2,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0502T,Semtech,DFN1006-3,5.00,12.50,4.50,2,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0504A,Semtech,SOT 89 (SOT 666),5.00,12.00,60.00,4,Unidirectional,Commercial,TVS/ESD,7.00,12,
uClamp0504T,Semtech,DFN1313-6,5.00,12.50,4.50,4,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0505A,Semtech,SOT 89 (SOT 666),5.00,12.00,60.00,5,Unidirectional,Commercial,TVS/ESD,7.00,12,
uClamp0506A,Semtech,SOT 89 (SOT 666),5.00,12.00,30.00,5,,Commercial,TVS/ESD,7.00,15,
uClamp0506P,Semtech,DFN1616-6,5.00,12.00,30.00,6,Unidirectional,Commercial,TVS/ESD,7.00,12,
uClamp0506T,Semtech,DFN1313-6,5.00,12.50,4.50,6,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0508T,Semtech,DFN1713-8,5.00,12.50,4.50,8,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0511P,Semtech,DFN1006-2,5.00,14.00,75.00,1,Bidirectional,Commercial,TVS/ESD,12.00,30,
uClamp0511PQ,Semtech,DFN1006-2,5.00,14.00,75.00,1,Bidirectional,Commercial,TVS/ESD,12.00,30,
uClamp0511T,Semtech,DFN1006-2,5.00,15.00,4.00,1,Bidirectional,Commercial,TVS/ESD,2.00,8,
uClamp0512ZA,Semtech,DFN0603-3,5.00,15.00,5.00,2,Bidirectional,Commercial,TVS/ESD,2.00,12,
uClamp0521ZV,Semtech,DFN1006-2,5.00,10.00,400.00,1,Unidirectional,Commercial,TVS/ESD,100.00,30,
uClamp0524P,Semtech,DFN2116-8,5.00,12.50,160.00,4,Unidirectional,Commercial,TVS/ESD,16.00,15,
uClamp0531P,Semtech,DFN1006-2,5.00,13.00,145.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp0541Z,Semtech,DFN0603-2,5.00,15.00,6.50,1,Bidirectional,Commercial,TVS/ESD,2.00,17,
uClamp0544P,Semtech,DFN2510-10,5.00,12.50,4.50,4,Unidirectional,Commercial,TVS/ESD,2.00,15,
uClamp0551ZV,Semtech,DFN1006-2,5.50,12.00,400.00,1,Unidirectional,Commercial,TVS/ESD,100.00,30,
uClamp0554T,Semtech,DFN0808-4,5.00,12.50,4.50,4,,Commercial,TVS/ESD,2.00,15,
uClamp0561P,Semtech,DFN1608-2,5.00,15.00,800.00,1,Unidirectional,Commercial,TVS/ESD,80.00,30,
uClamp0571P,Semtech,DFN1610-2,5.00,15.00,675.00,1,Unidirectional,Commercial,TVS/ESD,80.00,30,
uClamp0581P,Semtech,DFN1006-2,5.00,13.00,148.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp0581ZF,Semtech,DFN0806-2,5.00,10.00,260.00,1,Unidirectional,Commercial,TVS/ESD,60.00,30,
uClamp0591ZA,Semtech,DFN0603-2,5.00,11.00,200.00,1,Unidirectional,Commercial,TVS/ESD,16.00,30,
uClamp0601ZV,Semtech,DFN1006-2,6.30,9.30,337.00,1,Unidirectional,Commercial,TVS/ESD,25.00,30,
uClamp0611ZA,Semtech,DFN0603-2,6.60,9.00,17.50,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp0701ZV,Semtech,DFN1006-2,7.30,8.50,360.00,1,Unidirectional,Commercial,TVS/ESD,25.00,30,
uClamp0761ZV,Semtech,DFN1006-2,7.60,9.40,336.00,1,Unidirectional,Commercial,TVS/ESD,30.00,30,
uClamp0801T,Semtech,DFN1006-2,8.00,17.00,4.50,1,Unidirectional,Commercial,TVS/ESD,1.50,15,
uClamp0811ZV,Semtech,DFN1006-2,7.90,9.60,325.00,1,Unidirectional,Commercial,TVS/ESD,25.00,30,
uClamp0841ZV,Semtech,DFN1006-2,8.20,11.30,300.00,1,Unidirectional,Commercial,TVS/ESD,50.00,30,
uClamp0871P,Semtech,DFN1610-2,8.00,23.00,475.00,1,Unidirectional,Commercial,TVS/ESD,65.00,30,
uClamp1002P,Semtech,DFN1006-3,11.00,12.00,80.00,2,,Commercial,TVS/ESD,0.00,30,
uClamp1061P,Semtech,DFN1608-2,10.00,25.00,350.00,1,Unidirectional,Commercial,TVS/ESD,60.00,30,
uClamp1071P,Semtech,DFN1610-2,10.00,25.00,350.00,1,Unidirectional,Commercial,TVS/ESD,60.00,30,
uClamp1201H,Semtech,SOD523,12.00,25.00,60.00,1,Unidirectional,Commercial,TVS/ESD,8.00,15,
uClamp1201P,Semtech,DFN1006-2,12.00,25.00,60.00,1,Unidirectional,Commercial,TVS/ESD,8.00,15,
uClamp1211P,Semtech,DFN1006-2,12.00,28.50,25.00,1,Bidirectional,Commercial,TVS/ESD,7.00,8,
uClamp1211T,Semtech,DFN1006-2,12.00,27.00,3.00,1,Bidirectional,Commercial,TVS/ESD,1.00,12,
uClamp1211Z,Semtech,DFN0603-2,12.00,25.00,19.00,1,Bidirectional,Commercial,TVS/ESD,7.00,30,
uClamp1221ZA,Semtech,DFN0603-2,12.00,19.00,23.50,1,Bidirectional,Commercial,TVS/ESD,15.00,30,
uClamp1261P,Semtech,DFN1608-2,12.00,33.00,275.00,1,Unidirectional,Commercial,TVS/ESD,45.00,30,
uClamp1271P,Semtech,DFN1610-2,12.00,30.00,275.00,1,Unidirectional,Commercial,TVS/ESD,45.00,30,
uClamp1281ZV,Semtech,DFN1006-2,12.00,28.00,318.00,1,Bidirectional,Commercial,TVS/ESD,30.00,30,
uClamp1291PW,Semtech,DFN1006-2,12.00,20.80,75.00,1,Unidirectional,Commercial,TVS/ESD,10.00,30,
uClamp1291ZA,Semtech,DFN0603-2,12.00,21.00,75.00,1,Unidirectional,Commercial,TVS/ESD,10.00,15,
uClamp1291ZV,Semtech,DFN1006-2,12.00,21.50,344.00,1,Unidirectional,Commercial,TVS/ESD,30.00,30,
uClamp1301ZV,Semtech,DFN1006-2,13.00,18.00,200.00,1,Unidirectional,Commercial,TVS/ESD,28.00,30,
uClamp1501ZV,Semtech,DFN1006-2,15.00,18.50,205.00,1,Unidirectional,Commercial,TVS/ESD,25.00,30,
uClamp1502P,Semtech,DFN1006-3,15.00,27.50,3.60,2,Unidirectional,Commercial,TVS/ESD,12.00,30,
uClamp1511ZB,Semtech,DFN0603-2,15.00,24.50,15.00,1,Bidirectional,Commercial,TVS/ESD,4.00,30,
uClamp1511ZV,Semtech,DFN1006-2,15.00,22.00,60.00,1,Bidirectional,Commercial,TVS/ESD,30.00,30,
uClamp1521ZV,Semtech,DFN1006-2,15.00,22.00,85.00,1,Bidirectional,Commercial,TVS/ESD,18.00,30,
uClamp1561P,Semtech,DFN1608-2,15.00,40.00,220.00,1,Unidirectional,Commercial,TVS/ESD,40.00,30,
uClamp1571P,Semtech,DFN1610-2,15.00,40.00,220.00,1,Unidirectional,Commercial,TVS/ESD,40.00,30,
uClamp1871P,Semtech,DFN1610-2,18.00,45.00,225.00,1,Unidirectional,Commercial,TVS/ESD,35.00,30,
uClamp2001ZA,Semtech,DFN0603-2,20.00,35.00,18.00,1,Unidirectional,Commercial,TVS/ESD,8.00,20,
uClamp2011PW,Semtech,DFN1006-2,20.00,35.00,10.00,1,Bidirectional,Commercial,TVS/ESD,3.00,22,
uClamp2011ZA,Semtech,DFN0603-2,20.00,33.80,10.00,1,Bidirectional,Commercial,TVS/ESD,3.00,22,
uClamp2011ZV,Semtech,DFN1006-2,20.00,29.00,50.00,1,Bidirectional,Commercial,TVS/ESD,30.00,30,
uClamp2101T,Semtech,DFN1006-2,2.10,4.30,36.00,1,Unidirectional,Commercial,TVS/ESD,13.00,20,
uClamp2221ZV,Semtech,DFN1006-2,22.00,36.00,58.00,1,Bidirectional,Commercial,TVS/ESD,14.00,30,
uClamp2271P,Semtech,DFN1610-2,22.00,55.00,165.00,1,Unidirectional,Commercial,TVS/ESD,25.00,30,
uClamp2401T,Semtech,DFN1006-2,24.00,50.00,27.00,1,Unidirectional,Commercial,TVS/ESD,3.00,30,
uClamp2411PW,Semtech,DFN1006-2,24.00,38.40,8.50,1,Bidirectional,Commercial,TVS/ESD,3.00,17,
uClamp2411ZA,Semtech,DFN0603-2,24.00,45.00,9.00,1,Bidirectional,Commercial,TVS/ESD,3.00,17,
uClamp2424PWQ,Semtech,DFN2510-10,24.00,44.00,15.00,4,,Commercial,TVS/ESD,5.00,30,
uClamp2461P,Semtech,DFN1608-2,24.00,65.00,165.00,1,Unidirectional,Commercial,TVS/ESD,23.00,30,
uClamp2482PWQ,Semtech,DFN1308-3,24.00,43.40,15.00,2,,Commercial,TVS/ESD,5.00,30,
uClamp2501T,Semtech,DFN1006-2,2.50,7.50,14.00,1,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp2501ZA,Semtech,DFN0603-2,2.50,7.50,3.70,1,Unidirectional,Commercial,TVS/ESD,8.00,22,
uClamp2511T,Semtech,DFN1006-2,2.50,8.00,6.00,1,Bidirectional,Commercial,TVS/ESD,5.00,15,
uClamp2512T,Semtech,DFN2010-8,2.50,10.20,4.50,2,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp2522T,Semtech,DFN2010-8,2.50,7.00,5.40,4,,Commercial,TVS/ESD,16.00,30,
uClamp2611ZA,Semtech,DFN0603-2,26.00,44.00,9.00,1,Bidirectional,Commercial,TVS/ESD,3.00,24,
uClamp2671P,Semtech,DFN1610-2,26.00,65.00,155.00,1,Unidirectional,Commercial,TVS/ESD,23.00,30,
uClamp2801T,Semtech,DFN1006-2,28.00,60.00,25.00,1,Unidirectional,Commercial,TVS/ESD,4.00,15,
uClamp2804L,Semtech,SO-8 (SOIC-8),2.80,10.00,4.50,4,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp3061P,Semtech,DFN1608-2,30.00,65.00,155.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp3301D,Semtech,SOD323,3.30,9.50,50.00,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp3301H,Semtech,SOD523,3.30,8.00,14.00,1,Bidirectional,Commercial,TVS/ESD,5.00,30,
uClamp3301P,Semtech,DFN1006-2,3.30,8.00,14.00,1,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp3304A,Semtech,SOT 89 (SOT 666),3.30,8.00,14.00,4,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp3305P,Semtech,DFN1616-6,3.30,8.00,7.50,5,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp3306P,Semtech,DFN1616-6,3.30,8.00,7.50,6,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp3311P,Semtech,DFN1006-2,3.30,18.00,10.00,1,Bidirectional,Commercial,TVS/ESD,5.00,20,
uClamp3311PQ,Semtech,DFN1006-2,3.30,18.00,10.00,1,Bidirectional,Commercial,TVS/ESD,5.00,20,
uClamp3311T,Semtech,DFN1006-2,3.30,8.00,5.00,1,Bidirectional,Commercial,TVS/ESD,5.00,30,
uClamp3311Z2C,Semtech,DFN0402-2,3.30,7.00,3.30,1,Bidirectional,Commercial,TVS/ESD,4.00,20,
uClamp3311ZV,Semtech,DFN1006-2,3.30,6.20,81.00,1,Bidirectional,Commercial,TVS/ESD,80.00,30,
uClamp3312T,Semtech,DFN2010-8,3.30,11.00,5.00,2,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp3321ZA,Semtech,DFN0603-2,3.30,8.50,4.20,1,Bidirectional,Commercial,TVS/ESD,4.00,30,
uClamp3324P,Semtech,DFN2116-8,3.30,8.00,14.00,4,Unidirectional,Commercial,TVS/ESD,5.00,15,
uClamp3331ZA,Semtech,DFN0603-2,3.30,10.00,16.50,1,Bidirectional,Commercial,TVS/ESD,5.00,30,
uClamp3341ZA,Semtech,DFN0603-2,3.30,5.00,9.20,1,Bidirectional,Commercial,TVS/ESD,10.00,30,
uClamp3351ZA,Semtech,DFN0603-2,3.30,5.00,5.00,1,Bidirectional,Commercial,TVS/ESD,6.00,20,
uClamp3381P,Semtech,DFN1006-2,3.30,11.50,30.00,1,Bidirectional,Commercial,TVS/ESD,25.00,30,
uClamp3601P,Semtech,DFN1006-2,33.00,60.00,25.00,1,Bidirectional,Commercial,TVS/ESD,2.00,15,
uClamp3603T,Semtech,DFN1710-6,36.00,75.00,25.00,3,Unidirectional,Commercial,TVS/ESD,3.00,15,
uClamp3612S,Semtech,SOT23-3,33.00,62.00,108.00,2,Unidirectional,Commercial,TVS/ESD,16.00,30,
uClamp3661P,Semtech,DFN1608-2,36.00,70.00,150.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp3671P,Semtech,DFN1610-2,36.00,80.00,150.00,1,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp3673P,Semtech,DFN3016-6,36.00,70.00,106.00,3,Unidirectional,Commercial,TVS/ESD,18.00,30,
uClamp4014P,Semtech,DFN2510-10,40.00,75.00,5.00,4,,Commercial,TVS/ESD,3.00,18,
uClamp4024P,Semtech,DFN2510-10,40.00,75.00,11.00,4,,Commercial,TVS/ESD,5.00,30,
uClamp4061P,Semtech,DFN1608-2,40.00,80.00,125.00,1,Unidirectional,Commercial,TVS/ESD,12.00,30,
uClamp5011Z2C,Semtech,DFN0402-2,5.00,12.00,3.50,1,Bidirectional,Commercial,TVS/ESD,2.00,15,
uClamp5011ZA,Semtech,DFN0603-2,5.00,12.00,4.20,1,Bidirectional,Commercial,TVS/ESD,2.50,15,
uClamp5031PW,Semtech,DFN1006-2,5.00,9.20,10.90,1,Bidirectional,Commercial,TVS/ESD,7.50,30,
uClamp5031Z2C,Semtech,DFN0402-2,5.00,11.00,4.50,1,Bidirectional,Commercial,TVS/ESD,2.50,15,
uClamp5031ZA,Semtech,DFN0603-2,5.00,11.00,10.50,1,Bidirectional,Commercial,TVS/ESD,7.50,30,
uClamp5041Z2C,Semtech,DFN0402-2,5.00,9.00,11.80,1,Bidirectional,Commercial,TVS/ESD,5.00,30,
uClamp5501ZV,Semtech,DFN1006-2,5.50,8.80,445.00,1,Unidirectional,Commercial,TVS/ESD,60.00,30,
uClamp5581P,Semtech,DFN1006-2,5.50,11.50,40.00,1,Bidirectional,Commercial,TVS/ESD,20.00,20,
uClamp5612T,Semtech,DFN1508-5,5.00,12.50,50.00,2,,Commercial,TVS/ESD,10.00,30,
uClamp6061P,Semtech,DFN1608-2,60.00,105.00,110.00,1,Unidirectional,Commercial,TVS/ESD,8.00,30,
uClamp6511T,Semtech,DFN1006-2,60.00,105.00,8.40,1,Bidirectional,Commercial,TVS/ESD,2.00,10,
uClamp6514P,Semtech,DFN2510-10,60.00,105.00,8.50,4,,Commercial,TVS/ESD,2.00,8,
uClamp6524P,Semtech,DFN2510-10,60.00,105.00,8.00,4,,Commercial,TVS/ESD,4.00,30,
BZG03C150G,onsemi,SMA-2,,,,,,Commercial,TVS/ESD,,,
BZG03C15G,onsemi,SMA-2,,,,,,Commercial,TVS/ESD,,,
SZCM1213A-04SO,onsemi,SC-74,3.3,,2,4,Unidirectional,Automotive,TVS/ESD,,,
CM1213A-04SO,onsemi,SC-74,3.3,,2,4,Unidirectional,Commercial,TVS/ESD,,,
CM1216-08MR,onsemi,MSOP-10,5.5,,2,8,Unidirectional,Commercial,TVS/ESD,,,
CM1248-04QG,onsemi,UDFN-6,5,,13,4,Unidirectional,Commercial,TVS/ESD,,,
CM1248-08DE,onsemi,UDFN-8,5.5,,15,8,Unidirectional,Commercial,TVS/ESD,,,
CM1250-04QG,onsemi,UDFN-6,3.5,,7,4,Unidirectional,Commercial,TVS/ESD,,,
CM1293A-04SO,onsemi,SC-74,5.5,,2,4,Unidirectional,Commercial,TVS/ESD,,,
CM1641-04D4,onsemi,UDFN-8,5,,1.5,4,Unidirectional,Commercial,TVS/ESD,,,
DF3A6.8FUT1G,onsemi,SC-70-3 / SOT-323-3,5,,,2,Unidirectional,Commercial,TVS/ESD,,,
SZDF6A6.8FUT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,40,4,Unidirectional,Automotive,TVS/ESD,,,
DF6A6.8FUT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,40,4,Unidirectional,Commercial,TVS/ESD,,,
DF6A6.8FUT2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,40,4,Unidirectional,Commercial,TVS/ESD,,,
SZESD1L001W1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,16,,0.5,4,Unidirectional,Automotive,TVS/ESD,,,
ESD4238MTTAG,onsemi,WDFN-16,5.5,,,8,Unidirectional,Commercial,TVS/ESD,,,
ESD5101FCT5G,onsemi,DSN-2,3.3,,5.5,1,Bidirectional,Commercial,TVS/ESD,,,
ESD5111PFCT5G,onsemi,DFN-2,3.3,,5.5,1,Bidirectional,Commercial,TVS/ESD,,,
SESD5481MUT5G,onsemi,X3DFN-2,5,,15,1,Bidirectional,Commercial,TVS/ESD,,,
ESD5481MUT5G,onsemi,X3DFN-2,5,,15,1,Bidirectional,Commercial,TVS/ESD,,,
ESD5581N2T5G,onsemi,X2DFN-2,5,,10,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD5B5.0ST1G,onsemi,SOD-523-2,5,,32,1,Bidirectional,Automotive,TVS/ESD,,,
ESD5B5.0ST5G,onsemi,SOD-523-2,5,,32,1,Bidirectional,Commercial,TVS/ESD,,,
ESD5B5.0ST1G,onsemi,SOD-523-2,5,,32,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD5B5.0ST5G,onsemi,SOD-523-2,5,,32,1,Bidirectional,Automotive,TVS/ESD,,,
ESD5Z6.0T5G,onsemi,SOD-523-2,6,,70,1,Unidirectional,Commercial,TVS/ESD,,,
ESD5Z3.3T1G,onsemi,SOD-523-2,3.3,,105,1,Unidirectional,Commercial,TVS/ESD,,,
ESD5Z5.0T1G,onsemi,SOD-523-2,5,,80,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z2.5T5G,onsemi,SOD-523-2,2.5,,145,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z6.0T1G,onsemi,SOD-523-2,6,,70,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z12T5G,onsemi,SOD-523-2,12,,55,1,Unidirectional,Automotive,TVS/ESD,,,
SZESD5Z6.0T5G,onsemi,SOD-523-2,6,,70,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z2.5T1G,onsemi,SOD-523-2,2.5,,145,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z3.3T1G,onsemi,SOD-523-2,3.3,,105,1,Unidirectional,Automotive,TVS/ESD,,,
SZESD5Z6.0T1G,onsemi,SOD-523-2,6,,70,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z2.5T5G,onsemi,SOD-523-2,2.5,,145,1,Unidirectional,Commercial,TVS/ESD,,,
ESD5Z5.0T5G,onsemi,SOD-523-2,5,,80,1,Unidirectional,Commercial,TVS/ESD,,,
ESD5Z7.0T5G,onsemi,SOD-523-2,7,,65,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z5.0T1G,onsemi,SOD-523-2,5,,80,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z12T5G,onsemi,SOD-523-2,12,,55,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z12T1G,onsemi,SOD-523-2,12,,55,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z7.0T1G,onsemi,SOD-523-2,7,,65,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD5Z5.0T5G,onsemi,SOD-523-2,5,,80,1,Unidirectional,Automotive,TVS/ESD,,,
ESD5Z12T1G,onsemi,SOD-523-2,12,,55,1,Unidirectional,Commercial,TVS/ESD,,,
ESD5Z3.3T5G,onsemi,SOD-523-2,3.3,,105,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD7002WTT1G,onsemi,SC-70-3 / SOT-323-3,16,,0.5,2,Unidirectional,Automotive,TVS/ESD,,,
ESD7002WTT1G,onsemi,SC-70-3 / SOT-323-3,16,,0.5,2,Unidirectional,Commercial,TVS/ESD,,,
SZESD7004MUTAG,onsemi,UDFN-10,5,,0.5,4,Unidirectional,Automotive,TVS/ESD,,,
ESD7004MUTAG,onsemi,UDFN-10,5,,0.5,4,Unidirectional,Commercial,TVS/ESD,,,
ESD7008MUTAG,onsemi,UDFN-18,5,,0.15,8,Bidirectional,Commercial,TVS/ESD,,,
ESD7016MUTAG,onsemi,UDFN-8,5,,0.2,6,Bidirectional,Commercial,TVS/ESD,,,
SZESD7016MUTAG,onsemi,UDFN-8,5,,0.2,6,Bidirectional,Automotive,TVS/ESD,,,
SZESD7104MTWTAG,onsemi,"WDFNW10 2.5x1.0, 0.5P",5,,0.35,4,Bidirectional,Automotive,TVS/ESD,,,
ESD7104MUTAG,onsemi,UDFN-10,5,,0.35,4,Bidirectional,Commercial,TVS/ESD,,,
SZESD7104MUTAG,onsemi,UDFN-10,5,,0.35,4,Bidirectional,Automotive,TVS/ESD,,,
ESD7181MUT5G,onsemi,X3DFN-2,18.5,,0.6,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD7205DT5G,onsemi,SOT-723-3,5,,0.55,2,Unidirectional,Automotive,TVS/ESD,,,
